age,gender,education,income,bureau_score,util_last_m1,util_last_m2,util_last_m3,util_current,loan_amt,loan_to_income_ratio,active_loans,default
69,female,graduate school,350,725,0.076,0.097,0.25,0.668,1142,3.263,3,1
49,female,university,1920,597,0.155,0.279,0.318,0.416,1581,0.823,8,1
63,female,university,1401,587,0.261,0.485,0.411,0.613,83,0.059,3,0
42,male,university,1756,578,0.181,0.293,0.248,0.047,713,0.406,6,0
46,female,university,311,708,0.3,0.175,0.117,0.009,459,1.476,5,0
48,female,university,882,640,0.175,0.516,0.058,0.008,1657,1.879,3,0
41,female,high school,1361,570,0.165,0.432,0.464,0.266,57,0.042,7,0
69,male,university,1456,636,0.383,0.035,0.473,0.218,923,0.634,8,0
27,male,university,531,735,0.226,0.448,0.297,0.272,1193,2.247,4,0
37,female,university,1765,690,0.082,0.22,0.6,0.487,1527,0.865,7,1
40,female,university,1092,598,0.116,0.545,0.253,0.465,651,0.596,10,0
61,female,high school,1530,650,0.283,0.656,0.437,0.618,1820,1.19,3,0
69,female,university,360,681,0.337,0.359,0.556,0.666,1363,3.786,9,1
40,female,university,1625,674,0.144,0.303,0.226,0.278,741,0.456,8,0
42,male,graduate school,1813,666,0.117,0.265,0.564,0.705,396,0.218,6,1
48,male,others,477,586,0.319,0.334,0.186,0.302,256,0.537,7,0
60,male,university,1543,653,0.108,0.218,0.524,0.375,387,0.251,10,0
69,female,high school,1756,500,0.128,0.27,0.281,0.043,177,0.101,0,0
27,male,graduate school,1096,641,0.098,0.301,0.643,0.189,1523,1.39,5,0
21,male,university,696,723,0.292,0.357,0.372,0.401,970,1.394,0,0
52,male,university,1586,742,0.403,0.388,0.134,0.295,1249,0.788,10,1
33,female,high school,1595,611,0.423,0.445,0.063,0.608,1082,0.678,10,0
50,female,university,854,573,0.457,0.417,0.573,0.28,1729,2.025,6,0
43,male,others,1259,564,0.286,0.367,0.214,0.035,502,0.399,3,0
39,female,university,502,568,0.192,0.752,0.64,0.588,676,1.347,6,0
52,male,university,637,566,0.604,0.549,0.509,0.449,1866,2.929,0,0
50,male,graduate school,925,676,0.361,0.269,0.055,0.221,989,1.069,9,0
49,male,high school,1255,549,0.073,0.192,0.31,0.272,776,0.618,2,0
69,male,university,385,557,0.247,0.491,0.096,0.356,437,1.135,2,1
65,female,high school,1397,552,0.033,0.25,0.149,0.042,912,0.653,8,0
49,female,others,1789,590,0.351,0.213,0.369,0.213,1885,1.054,5,0
50,female,others,872,614,0.087,0.189,0.247,0.373,772,0.885,10,0
36,female,university,1473,617,0.447,0.506,0.084,0.354,761,0.517,10,1
60,male,university,1200,556,0.058,0.368,0.345,0.359,1687,1.406,6,0
39,female,high school,1986,585,0.439,0.297,0.396,0.362,416,0.209,7,0
38,male,graduate school,478,517,0.293,0.236,0.465,0.286,981,2.052,4,0
21,female,university,882,515,0.377,0.201,0.17,0.109,1114,1.263,3,1
34,female,graduate school,1918,629,0.209,0.374,0.5,0.485,1858,0.969,2,0
67,female,university,1225,738,0.668,0.772,0.334,0.652,174,0.142,5,0
22,male,graduate school,1417,512,0.29,0.113,0.176,0,1014,0.716,9,0
48,male,graduate school,1389,672,0.065,0.469,0.143,0.399,324,0.233,10,1
69,male,university,1982,579,0.251,0.238,0.281,0,961,0.485,6,0
50,male,university,1210,699,0.231,0.322,0.326,0.508,1902,1.572,1,1
58,female,university,1124,542,0.364,0.767,0.274,0.322,572,0.509,1,0
24,male,graduate school,1979,699,0.253,0.258,0.237,0.298,1715,0.867,9,1
21,male,university,1333,553,0.527,0.291,0.405,0.4,1078,0.809,1,0
28,female,graduate school,579,701,0.168,0.198,0.514,0.091,532,0.919,7,0
49,female,university,1034,746,0.231,0.378,0.176,0.19,296,0.286,0,0
59,male,university,1198,724,0.062,0.126,0.03,0.347,369,0.308,2,1
23,female,university,1806,658,0.415,0.228,0.213,0.447,66,0.037,6,0
52,male,high school,1899,703,0.026,0.192,0.19,0.385,1942,1.023,0,0
30,female,university,484,636,0.522,0.25,0.16,0.153,238,0.492,1,0
30,male,high school,620,728,0.228,0.162,0.384,0.117,1152,1.858,4,0
39,male,university,312,572,0.374,0.256,0.062,0.175,136,0.436,3,0
66,male,university,1217,547,0.271,0.695,0.312,0.416,743,0.611,2,0
54,male,university,427,517,0.259,0.031,0.36,0.047,348,0.815,10,0
53,male,graduate school,1694,721,0.34,0.222,0.368,0.315,1072,0.633,7,0
43,female,university,727,723,0.086,0.525,0.15,0.324,643,0.884,8,0
48,male,university,695,731,0.296,0.153,0.247,0.456,1750,2.518,1,1
52,male,university,230,714,0.126,0.127,0.521,0.278,244,1.061,9,0
27,male,graduate school,361,510,0.347,0.117,0.542,0.414,1875,5.194,5,1
49,male,graduate school,904,689,0.422,0.34,0.177,0.154,265,0.293,8,0
28,male,others,921,583,0.405,0.157,0.17,0,556,0.604,6,0
21,female,university,1601,518,0.123,0.303,0.428,0.515,243,0.152,5,0
23,female,graduate school,645,599,0.229,0.084,0.11,0.161,517,0.802,10,0
44,male,university,943,615,0.277,0.221,0.135,0.401,1657,1.757,8,0
43,female,university,626,589,0.255,0.106,0.148,0.092,1694,2.706,6,0
28,male,high school,1919,573,0.192,0.063,0.253,0,1581,0.824,10,0
67,female,graduate school,703,523,0.395,0.115,0.483,0.051,1820,2.589,1,0
57,female,university,1750,512,0.371,0.015,0.469,0.111,1997,1.141,6,0
23,male,high school,920,624,0.31,0.125,0.593,0.152,1003,1.09,5,0
53,female,graduate school,883,615,0.033,0.221,0.106,0.222,762,0.863,10,0
48,female,university,1755,673,0.346,0.474,0.201,0.319,1615,0.92,2,0
67,male,others,781,680,0.041,0.029,0.375,0.339,1901,2.434,9,0
28,male,university,1743,725,0.52,0.456,0.623,0.478,231,0.133,0,0
54,female,university,1257,656,0.008,0.457,0.355,0.548,892,0.71,0,1
55,female,graduate school,935,663,0.197,0.137,0.244,0.319,1926,2.06,8,0
52,female,graduate school,890,570,0.162,0.21,0.151,0.164,485,0.545,8,0
44,male,university,957,742,0.25,0.4,0.356,0.202,1280,1.338,4,0
34,female,high school,1713,721,0.415,0.15,0.074,0.519,749,0.437,1,0
52,female,university,1995,625,0.361,0.266,0.073,0.15,354,0.177,2,0
66,female,high school,1843,644,0.508,0.293,0.277,0.492,1932,1.048,10,1
63,male,others,953,675,0.654,0.302,0.453,0.635,1693,1.776,5,1
36,male,university,1646,704,0.137,0.14,0.428,0.496,1502,0.913,7,1
24,male,graduate school,1691,747,0.123,0.429,0.085,0.032,1931,1.142,8,0
57,male,university,223,651,0.256,0.688,0.182,0.864,1126,5.049,5,1
41,female,others,1439,681,0.35,0.172,0.252,0.624,485,0.337,4,1
34,male,high school,254,618,0.496,0.331,0.214,0.457,241,0.949,0,0
51,female,graduate school,1249,722,0.281,0.283,0.639,0.123,1799,1.44,10,0
68,female,university,1504,749,0.207,0.49,0.572,0.589,343,0.228,6,0
38,female,university,1003,590,0.31,0.162,0.367,0.45,1912,1.906,9,0
27,female,others,526,741,0.334,0.453,0.188,0.064,53,0.101,4,0
30,male,graduate school,1169,584,0.575,0.205,0.448,0.377,1378,1.179,0,1
27,male,university,385,607,0.23,0.678,0.271,0.63,500,1.299,10,1
53,male,high school,694,746,0.382,0.536,0.281,0,202,0.291,4,0
43,male,university,1235,626,0.373,0.244,0.103,0.315,1670,1.352,3,1
41,male,university,1864,620,0.2,0.608,0.567,0.517,1137,0.61,10,0
39,female,graduate school,633,628,0.202,0.279,0.071,0,676,1.068,10,0
68,male,university,407,706,0.153,0.549,0.402,0.481,73,0.179,3,1
39,male,university,332,694,0.319,0.478,0.201,0.342,1138,3.428,7,0
56,male,others,1562,505,0.408,0.462,0.208,0.357,101,0.065,1,0
49,male,university,1419,577,0.272,0.424,0.285,0.402,228,0.161,8,1
38,female,university,1485,682,0.651,0.361,0.284,0.411,1315,0.886,2,0
22,female,university,1505,537,0.541,0.296,0.296,0.342,931,0.619,5,0
21,female,graduate school,568,660,0.241,0.23,0.072,0.101,1318,2.32,1,0
67,female,university,1326,615,0.566,0.151,0.66,0.497,376,0.284,8,0
25,female,high school,1855,601,0.704,0.077,0.312,0.214,74,0.04,0,0
40,male,high school,1406,507,0.43,0.292,0.149,0.707,1055,0.75,7,1
31,female,university,622,717,0.338,0.278,0.2,0.083,758,1.219,9,0
62,female,university,1232,706,0.101,0.417,0.053,0.297,355,0.288,10,0
22,female,graduate school,1780,577,0.55,0.775,0.105,0.272,701,0.394,2,0
23,male,others,443,611,0.176,0.427,0.306,0.971,1301,2.937,5,1
43,male,graduate school,981,647,0.237,0.556,0.358,0.238,581,0.592,2,0
32,female,high school,823,554,0.323,0.444,0.261,0.712,231,0.281,5,1
40,male,university,766,547,0.366,0.371,0.476,0.289,1981,2.586,0,0
25,male,others,1616,710,0.223,0.128,0.094,0.313,461,0.285,6,1
57,female,high school,726,683,0.195,0.503,0.194,0.301,739,1.018,5,0
58,male,high school,236,724,0.192,0.458,0.093,0.316,836,3.542,6,1
50,male,university,377,727,0.517,0.319,0.467,0.517,1824,4.838,4,1
29,male,university,838,587,0.117,0.385,0.151,0.364,1575,1.879,7,1
54,female,university,1852,509,0.349,0.27,0.415,0.465,407,0.22,8,1
64,female,high school,1051,551,0.508,0.285,0.084,0.265,1135,1.08,8,1
55,female,graduate school,271,677,0.192,0.355,0.218,0.277,420,1.55,5,0
42,male,others,551,533,0.188,0.256,0.459,0.326,824,1.495,7,1
64,female,high school,822,663,0.375,0.308,0.102,0.266,304,0.37,6,0
44,male,university,1372,738,0.443,0.293,0.657,0.438,1397,1.018,4,0
37,male,high school,1920,560,0.507,0.365,0.305,0.49,904,0.471,6,1
30,male,university,304,727,0.12,0.086,0.442,0.15,654,2.151,0,0
50,female,university,1882,643,0.275,0.371,0.079,0.439,1754,0.932,4,0
66,female,university,420,578,0.524,0.451,0.405,0.728,1044,2.486,3,1
43,female,university,1062,517,0.177,0.354,0.065,0.142,385,0.363,4,0
52,female,high school,1597,570,0.237,0.402,0.298,0.424,1754,1.098,6,1
37,male,university,717,674,0.104,0.351,0.139,0.133,387,0.54,9,0
37,female,university,1483,585,0.326,0.512,0.341,0.262,1046,0.705,4,0
34,male,university,498,531,0.244,0.177,0.523,0.199,1552,3.116,1,1
29,female,high school,1060,542,0.423,0.369,0.075,0.142,1237,1.167,4,0
60,female,graduate school,241,582,0.169,0.328,0.472,0.021,1072,4.448,1,0
22,female,high school,970,667,0.243,0.337,0.113,0.68,363,0.374,1,1
65,male,university,1096,747,0.386,0.186,0.312,0.284,188,0.172,7,0
45,male,university,691,692,0.406,0.202,0.237,0.344,1480,2.142,1,1
59,male,university,1662,662,0.05,0.246,0.168,0.044,1416,0.852,1,0
29,male,university,1270,568,0.381,0.283,0.108,0.194,317,0.25,10,0
42,male,high school,284,549,0.137,0.073,0.293,0,1524,5.366,10,0
63,female,university,1909,511,0.308,0.334,0.187,0.437,1413,0.74,0,1
66,male,high school,1281,703,0.301,0.281,0.2,0.162,1544,1.205,2,0
24,male,graduate school,1190,584,0.245,0.432,0.414,0.747,1364,1.146,9,1
46,male,university,910,622,0.433,0.219,0.452,0.275,1682,1.848,10,0
49,male,others,408,557,0.28,0.223,0.04,0.265,556,1.363,9,1
65,female,high school,1471,582,0.192,0.226,0.254,0.019,1073,0.729,6,0
54,male,university,1434,690,0.37,0.216,0.432,0.345,477,0.333,10,0
43,female,university,238,700,0.171,0.137,0.223,0,1254,5.269,0,0
57,female,university,1475,734,0.224,0.614,0.072,0.082,1308,0.887,0,0
31,female,university,1866,676,0.099,0.376,0.61,0.627,1878,1.006,6,1
26,male,high school,1125,611,0.082,0.408,0.234,0.539,1353,1.203,2,1
38,female,high school,961,627,0.074,0.313,0.154,0.208,1072,1.116,5,0
41,male,university,1636,535,0.352,0.254,0.254,0.3,772,0.472,6,0
62,male,others,1145,733,0.541,0.067,0.082,0.414,1802,1.574,10,0
56,male,university,1669,553,0.398,0.408,0.447,0.475,182,0.109,0,1
61,male,university,251,546,0.274,0.127,0.152,0.037,1275,5.08,3,0
58,male,university,573,748,0.528,0.178,0.327,0.502,974,1.7,2,0
54,female,university,1749,614,0.362,0.234,0.456,0.476,1380,0.789,10,1
37,female,university,1130,659,0.143,0.622,0.271,0.631,416,0.368,8,1
57,male,university,355,726,0.32,0.222,0.184,0.474,1657,4.668,7,1
45,female,university,1765,722,0.495,0.397,0.196,0.002,1347,0.763,6,0
58,male,graduate school,1313,623,0.332,0.598,0.313,0.23,425,0.324,8,1
32,female,high school,878,680,0.256,0.178,0.338,0.811,1706,1.943,8,1
43,female,university,550,746,0.297,0.106,0.228,0.138,1433,2.605,0,1
62,female,graduate school,268,659,0.489,0.164,0.359,0.334,206,0.769,10,0
42,female,high school,1386,689,0.24,0.293,0.594,0.363,1323,0.955,9,1
41,female,others,1465,664,0.356,0.273,0.068,0.169,382,0.261,6,0
47,male,others,1718,595,0.332,0.382,0.152,0.696,1362,0.793,6,1
51,male,university,1606,606,0.613,0.236,0.128,0.361,1114,0.694,8,1
26,female,graduate school,1275,619,0.657,0.414,0.43,0.307,818,0.642,5,0
47,male,university,853,600,0.541,0.15,0.124,0.216,1136,1.332,5,0
60,female,graduate school,262,602,0.387,0.298,0.293,0.531,538,2.053,2,1
54,male,others,708,665,0.458,0.369,0.33,0.233,683,0.965,0,0
32,female,graduate school,491,657,0.524,0.134,0.162,0.414,643,1.31,5,0
65,female,university,1314,685,0.234,0.445,0.674,0.338,1153,0.877,0,0
27,female,university,1887,531,0.386,0.3,0.044,0.215,73,0.039,10,0
30,male,university,1647,736,0.609,0.118,0.33,0.63,1679,1.019,4,1
65,male,high school,1892,565,0.471,0.275,0.151,0.466,560,0.296,2,0
37,female,university,1020,678,0.103,0.16,0.156,0.267,1639,1.607,9,0
46,female,graduate school,1588,510,0.392,0.094,0.021,0,1079,0.679,10,1
41,male,university,349,686,0.512,0.194,0.181,0.52,788,2.258,8,1
48,male,university,1494,647,0.121,0.263,0.08,0,1515,1.014,0,0
66,male,graduate school,1080,536,0.216,0.688,0.232,0.351,1321,1.223,10,0
22,male,university,1804,700,0.62,0.197,0.571,0.513,1219,0.676,2,1
63,male,university,1339,601,0.22,0.373,0.187,0.542,886,0.662,2,1
21,female,high school,903,548,0.116,0.711,0.271,0.445,792,0.877,0,0
56,male,others,715,518,0.347,0.382,0.462,0.469,1916,2.68,0,1
46,female,others,1810,682,0.422,0.422,0.104,0.183,1631,0.901,8,0
49,female,others,1464,667,0.401,0.254,0.297,0.56,418,0.286,0,1
41,male,university,229,506,0.269,0.438,0.255,0.355,1193,5.21,2,0
31,male,graduate school,1366,632,0.718,0.48,0.348,0.179,1940,1.42,2,0
60,female,university,525,738,0.211,0.34,0.415,0.826,1503,2.863,9,1
31,male,high school,1918,541,0.606,0.553,0.277,0.324,1723,0.898,7,0
56,female,others,1148,587,0.236,0.056,0.025,0,387,0.337,4,0
69,male,high school,215,675,0.253,0.255,0.063,0.113,1864,8.67,3,0
59,male,graduate school,310,732,0.167,0.241,0.406,0.527,86,0.277,6,1
60,male,others,1071,634,0.307,0.5,0.177,0.806,137,0.128,6,1
55,female,university,912,510,0.205,0.099,0.199,0.216,209,0.229,2,0
54,male,graduate school,306,700,0.304,0.189,0.303,0.412,722,2.359,2,1
67,female,university,578,676,0.246,0.462,0.078,0.182,1818,3.145,3,0
44,male,graduate school,361,657,0.279,0.186,0.594,0.647,121,0.335,1,1
42,female,university,482,540,0.679,0.304,0.503,0.386,222,0.461,1,0
25,male,university,468,502,0.224,0.148,0.367,0.432,704,1.504,9,0
53,female,university,683,713,0.134,0.323,0.139,0.674,1559,2.283,6,1
56,female,university,866,539,0.074,0.521,0.463,0.578,728,0.841,2,0
67,female,high school,1296,550,0.459,0.527,0.178,0.463,1105,0.853,4,0
40,female,university,1420,711,0.2,0.169,0.11,0.051,796,0.561,1,0
39,female,university,1466,531,0.118,0.143,0.498,0.198,409,0.279,0,0
55,female,high school,797,547,0.194,0.487,0.485,0.05,1872,2.349,8,1
63,male,others,998,570,0.134,0.188,0.243,0.273,1946,1.95,3,0
37,female,graduate school,1482,698,0.134,0.13,0.367,0.278,1471,0.993,8,1
65,female,university,997,647,0.062,0.236,0.414,0.004,1087,1.09,4,0
63,female,university,1372,588,0.485,0.224,0.162,0.363,1380,1.006,4,0
54,male,graduate school,589,608,0.211,0.504,0.278,0.303,1627,2.762,2,0
29,male,university,615,534,0.126,0.206,0.112,0,411,0.668,4,0
46,male,high school,625,607,0.258,0.519,0.252,0.233,1662,2.659,9,0
22,female,graduate school,1196,651,0.317,0.305,0.17,0.044,1635,1.367,5,0
29,male,high school,1925,539,0.398,0.414,0.756,0.482,1616,0.839,10,1
29,male,high school,1440,704,0.09,0.214,0.327,0.241,67,0.047,1,0
60,female,others,1066,551,0.247,0.242,0.514,0.166,773,0.725,4,0
37,female,university,285,611,0.151,0.171,0.23,0,1097,3.849,10,0
21,male,others,1439,538,0.18,0.275,0.269,0.39,833,0.579,6,1
45,female,university,622,567,0.208,0.028,0.122,0,188,0.302,7,0
63,female,university,1543,688,0.148,0.048,0.08,0.225,967,0.627,3,1
60,female,graduate school,317,575,0.052,0.308,0.066,0.133,100,0.315,5,0
62,female,graduate school,1158,708,0.663,0.524,0.393,0.642,725,0.626,2,1
45,male,high school,1081,564,0.714,0.17,0.465,0.406,1793,1.659,4,0
59,female,university,1191,561,0.435,0.157,0.3,0.566,500,0.42,5,1
55,male,university,614,708,0.419,0.374,0.329,0.847,63,0.103,10,1
23,male,graduate school,798,501,0.393,0.164,0.229,0.36,1940,2.431,2,0
57,male,university,239,633,0.209,0.483,0.156,0,1054,4.41,8,0
64,male,graduate school,1384,735,0.395,0.291,0.542,0.604,1946,1.406,0,0
64,female,high school,902,621,0.285,0.294,0.003,0.072,812,0.9,2,0
50,female,graduate school,736,574,0.443,0.269,0.135,0,1412,1.918,7,0
58,female,graduate school,619,744,0.146,0.311,0.286,0.198,1980,3.199,3,1
54,male,university,863,670,0.054,0.267,0.239,0.443,1171,1.357,4,1
32,male,university,294,709,0.473,0.504,0.506,0.695,941,3.201,3,1
39,male,university,1665,539,0.428,0.453,0.111,0.259,1310,0.787,1,0
57,female,university,1781,588,0.351,0.096,0.474,0.674,1983,1.113,6,1
64,male,others,1172,666,0.159,0.296,0.395,0.122,243,0.207,1,0
69,female,university,849,527,0.146,0.051,0.518,0.633,1565,1.843,6,1
37,female,graduate school,1689,737,0.181,0.193,0.237,0.101,414,0.245,9,0
30,female,university,487,579,0.666,0.307,0.153,0.299,1919,3.94,6,0
69,female,high school,1899,562,0.244,0.119,0.238,0,937,0.493,5,0
67,male,university,611,691,0.069,0.406,0.249,0.168,587,0.961,8,0
32,female,graduate school,599,639,0.316,0.316,0.641,0.515,638,1.065,1,0
36,male,high school,727,540,0.252,0.188,0.41,0.244,1092,1.502,10,0
44,female,university,1241,743,0.127,0.092,0.076,0,1151,0.927,7,0
39,male,university,335,528,0.451,0.483,0.126,0.401,1371,4.093,7,1
28,male,graduate school,1687,522,0.276,0.315,0.185,0.263,1179,0.699,4,0
51,female,graduate school,958,712,0.513,0.408,0.056,0.341,1034,1.079,5,0
41,female,university,1471,579,0.591,0.697,0.289,0.677,828,0.563,8,1
37,female,university,1042,744,0.153,0.363,0.342,0.289,724,0.695,1,0
43,male,university,909,550,0.255,0.329,0.427,0.372,731,0.804,6,0
57,female,university,1224,611,0.177,0.123,0.212,0.47,403,0.329,4,1
36,female,university,1925,604,0.445,0.042,0.077,0.059,857,0.445,7,0
26,male,others,580,544,0.163,0.359,0.116,0.392,1703,2.936,8,1
28,female,high school,708,589,0.334,0.206,0.676,0.433,53,0.075,3,0
45,male,high school,1683,728,0.067,0.674,0.304,0.234,481,0.286,6,0
38,female,graduate school,1728,649,0.574,0.286,0.216,0.641,914,0.529,0,0
45,male,graduate school,1005,742,0.248,0.27,0.328,0.148,1467,1.46,9,0
32,male,university,675,637,0.226,0.522,0.044,0.388,1687,2.499,0,1
35,female,graduate school,1780,634,0.029,0.051,0.709,0.051,734,0.412,1,0
46,male,others,1153,700,0.199,0.208,0.402,0.028,136,0.118,3,0
61,female,graduate school,1048,588,0.29,0.283,0.285,0.476,1593,1.52,8,1
65,female,university,1096,737,0.311,0.065,0.197,0,408,0.372,6,0
46,male,university,231,514,0.429,0.105,0.417,0.045,125,0.541,6,0
67,female,university,317,576,0.045,0.112,0.341,0.453,1091,3.442,10,1
52,male,graduate school,1407,605,0.531,0.522,0.384,0.932,1140,0.81,5,0
30,male,university,390,673,0.214,0.432,0.32,0.575,1186,3.041,3,0
36,male,university,1970,589,0.361,0.073,0.363,0.035,693,0.352,8,0
27,male,high school,1973,712,0.512,0.167,0.048,0.347,1606,0.814,10,0
37,male,graduate school,1951,586,0.478,0.135,0.241,0,1005,0.515,10,1
43,male,others,273,560,0.408,0.189,0.413,0.289,634,2.322,5,0
46,male,high school,822,607,0.268,0.242,0.131,0.083,1314,1.599,0,0
41,male,university,1326,719,0.499,0.326,0.432,0.698,605,0.456,5,1
42,female,high school,1070,560,0.147,0.224,0.099,0.138,622,0.581,9,1
27,female,graduate school,785,550,0.193,0.228,0.745,0,1677,2.136,2,0
34,male,others,619,665,0.109,0.423,0.263,0.368,1200,1.939,0,0
35,female,university,672,511,0.111,0.101,0.639,0.21,1792,2.667,0,0
27,female,university,1987,715,0.332,0.465,0.322,0.287,1036,0.521,1,1
29,female,university,313,576,0.049,0.226,0.243,0.453,1448,4.626,5,1
68,female,graduate school,1602,731,0.23,0.227,0.438,0.315,1653,1.032,8,1
28,female,others,1536,611,0.039,0.347,0.291,0,169,0.11,1,1
43,female,graduate school,529,565,0.282,0.219,0.148,0.114,843,1.594,4,0
49,male,university,538,681,0.483,0.353,0.267,0.257,627,1.165,7,0
38,female,university,437,666,0.287,0.437,0.152,0.262,1414,3.236,0,0
51,female,others,1396,703,0.436,0.274,0.145,0.126,579,0.415,3,0
50,female,university,278,666,0.332,0.184,0.412,0.321,1585,5.701,0,0
59,female,university,663,614,0.252,0.167,0.696,0.459,1139,1.718,5,1
55,male,university,804,705,0.188,0.643,0.144,0.442,1208,1.502,8,0
38,male,high school,1724,529,0.464,0.448,0.613,0.562,1711,0.992,7,1
62,male,graduate school,761,604,0.592,0.16,0.381,0.402,1477,1.941,5,0
59,male,graduate school,484,741,0.424,0.147,0.225,0.351,1245,2.572,2,1
37,female,university,422,734,0.025,0.112,0.346,0.442,938,2.223,1,1
34,male,high school,792,675,0.431,0.021,0.15,0,1025,1.294,7,0
51,male,graduate school,1489,710,0.499,0.209,0.306,0.234,1535,1.031,10,0
44,male,university,1890,530,0.184,0.374,0.344,0.348,1681,0.889,1,0
55,male,university,572,734,0.37,0.321,0.108,0.228,640,1.119,10,0
64,female,high school,1456,741,0.577,0.454,0.249,0.27,875,0.601,1,0
